"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2022 - Stemmeberettigede";"FV2022 - Afgivne stemmer";"FV2022 - Blanke stemmer";"FV2022 - Andre ugyldige stemmer";"FV2022 - Gyldige stemmer";"FV2022 - A. Socialdemokratiet";"FV2022 - B. Radikale Venstre";"FV2022 - C. Det Konservative Folkeparti";"FV2022 - D. Nye Borgerlige";"FV2022 - F. SF - Socialistisk Folkeparti";"FV2022 - I. Liberal Alliance";"FV2022 - K. Kristendemokraterne";"FV2022 - M. Minoritetspartiet";"FV2022 - O. Dansk Folkeparti";"FV2022 - Q. Frie Grønne, Danmarks Nye Venstrefløjsparti";"FV2022 - V. Venstre, Danmarks Liberale Parti";"FV2022 - Æ. Danmarksdemokraterne - Inger Støjberg";"FV2022 - Ø. Enhedslisten - De Rød-Grønne";"FV2022 - Å. Alternativet";"FV2022 - 1. Uden for partierne";"FV2022 - 2. Uden for partierne";"FV2022 - 3. Uden for partierne"
"185004";"185004";"12";"1";"1";"4064";"3290";"35";"6";"3249";"1143";"108";"108";"131";"313";"205";"3";"280";"107";"32";"299";"156";"235";"123";"5";"1";"-"
"185005";"185005";"12";"1";"1";"3596";"3110";"43";"11";"3056";"1004";"96";"151";"112";"297";"215";"6";"276";"111";"30";"393";"155";"129";"76";"4";"1";"-"
"185006";"185006";"12";"1";"1";"8147";"6469";"108";"29";"6332";"2716";"123";"209";"282";"488";"364";"10";"458";"303";"61";"409";"375";"351";"172";"8";"3";"-"
"187001";"187001";"18";"2";"1";"3401";"2559";"27";"14";"2518";"594";"124";"238";"76";"189";"224";"20";"290";"83";"155";"242";"135";"111";"37";"0";"0";"-"
"187002";"187002";"18";"2";"1";"3200";"2836";"29";"18";"2789";"782";"106";"338";"80";"222";"200";"8";"370";"108";"34";"272";"145";"79";"45";"0";"0";"-"
"187003";"187003";"18";"2";"1";"3892";"3291";"38";"19";"3234";"926";"109";"347";"102";"222";"233";"8";"362";"133";"110";"368";"152";"116";"41";"2";"3";"-"
"190001";"190001";"25";"3";"1";"7049";"6214";"58";"22";"6134";"1640";"465";"571";"147";"499";"521";"16";"628";"125";"39";"850";"142";"290";"191";"4";"6";"-"
"190002";"190002";"25";"3";"1";"2564";"2437";"8";"6";"2423";"555";"258";"255";"36";"189";"226";"8";"307";"19";"3";"322";"29";"108";"107";"0";"1";"-"
"190003";"190003";"25";"3";"1";"3708";"3481";"21";"4";"3456";"749";"321";"354";"73";"287";"317";"8";"412";"51";"4";"536";"75";"147";"115";"3";"4";"-"
"190004";"190004";"25";"3";"1";"1359";"1259";"9";"1";"1249";"290";"109";"70";"10";"190";"88";"2";"131";"17";"2";"142";"25";"89";"84";"0";"0";"-"
"190005";"190005";"25";"3";"1";"4079";"3683";"33";"8";"3642";"803";"270";"312";"71";"316";"334";"5";"426";"56";"29";"608";"83";"202";"127";"0";"0";"-"
"190006";"190006";"25";"3";"1";"6176";"5589";"64";"25";"5500";"1152";"408";"394";"123";"554";"527";"8";"744";"92";"20";"848";"120";"297";"211";"1";"1";"-"
"190007";"190007";"25";"3";"1";"3501";"2669";"33";"18";"2618";"771";"98";"113";"79";"233";"179";"4";"234";"80";"66";"237";"123";"236";"160";"3";"2";"-"
"201001";"201001";"26";"3";"1";"2390";"2249";"18";"7";"2224";"354";"196";"197";"75";"216";"225";"4";"284";"28";"7";"415";"50";"87";"83";"0";"3";"-"
"201002";"201002";"26";"3";"1";"3692";"3254";"41";"16";"3197";"797";"217";"257";"90";"330";"247";"9";"318";"63";"33";"445";"114";"164";"112";"0";"1";"-"
"201003";"201003";"26";"3";"1";"4108";"3772";"43";"13";"3716";"783";"300";"340";"104";"355";"342";"11";"434";"52";"8";"645";"99";"125";"116";"2";"0";"-"
"201004";"201004";"26";"3";"1";"3874";"3502";"46";"9";"3447";"737";"155";"263";"152";"237";"321";"8";"419";"67";"11";"630";"230";"128";"84";"4";"1";"-"
"201005";"201005";"26";"3";"1";"4261";"4029";"32";"7";"3990";"731";"292";"401";"93";"312";"459";"11";"550";"52";"6";"818";"94";"95";"75";"1";"0";"-"
"210001";"210001";"22";"3";"1";"4980";"4308";"42";"13";"4253";"998";"176";"336";"182";"279";"506";"20";"510";"123";"10";"663";"232";"112";"100";"1";"5";"-"
"210002";"210002";"22";"3";"1";"3402";"3061";"30";"5";"3026";"541";"218";"322";"99";"228";"342";"3";"426";"53";"4";"487";"97";"98";"106";"1";"1";"-"
"210003";"210003";"22";"3";"1";"3484";"3049";"31";"8";"3010";"574";"225";"250";"83";"251";"313";"6";"352";"70";"12";"477";"89";"140";"163";"3";"2";"-"
"210004";"210004";"22";"3";"1";"3623";"3155";"28";"10";"3117";"781";"209";"176";"96";"302";"261";"13";"312";"61";"35";"420";"119";"153";"175";"0";"4";"-"
"210005";"210005";"22";"3";"1";"6443";"5334";"65";"11";"5258";"1227";"268";"461";"197";"379";"458";"29";"616";"152";"101";"776";"231";"189";"169";"2";"3";"-"
"210007";"210007";"22";"3";"1";"3047";"2603";"29";"8";"2566";"630";"113";"193";"97";"236";"198";"4";"332";"63";"37";"338";"104";"139";"79";"1";"2";"-"
"210008";"210008";"22";"3";"1";"881";"805";"6";"1";"798";"124";"51";"75";"44";"44";"115";"2";"104";"12";"1";"133";"43";"21";"29";"0";"0";"-"
"210009";"210009";"22";"3";"1";"2698";"2227";"23";"6";"2198";"562";"141";"125";"60";"221";"165";"8";"222";"57";"24";"308";"64";"144";"95";"1";"1";"-"
"217001";"217001";"21";"3";"1";"7759";"6239";"98";"37";"6104";"1937";"260";"393";"223";"535";"472";"14";"581";"145";"38";"514";"261";"419";"305";"0";"7";"-"
"217002";"217002";"21";"3";"1";"7185";"5584";"91";"25";"5468";"2118";"143";"266";"287";"437";"305";"17";"387";"171";"103";"430";"328";"299";"170";"0";"7";"-"
"217003";"217003";"21";"3";"1";"5507";"4240";"69";"21";"4150";"1226";"161";"274";"201";"321";"304";"9";"368";"126";"189";"333";"203";"274";"158";"2";"1";"-"
"217004";"217004";"21";"3";"1";"4580";"4040";"37";"13";"3990";"944";"160";"395";"163";"296";"376";"11";"514";"116";"10";"489";"182";"157";"174";"0";"3";"-"
"217005";"217005";"21";"3";"1";"4179";"3637";"33";"8";"3596";"871";"162";"306";"133";"225";"337";"6";"529";"95";"4";"467";"177";"117";"162";"0";"5";"-"
"217006";"217006";"21";"3";"1";"1017";"911";"8";"6";"897";"181";"49";"61";"74";"47";"80";"4";"124";"13";"0";"115";"67";"32";"46";"2";"2";"-"
"217007";"217007";"21";"3";"1";"1329";"1133";"21";"5";"1107";"229";"58";"82";"52";"65";"111";"0";"141";"38";"2";"165";"88";"24";"52";"0";"0";"-"
"217008";"217008";"21";"3";"1";"832";"712";"8";"1";"703";"162";"20";"38";"51";"54";"67";"5";"59";"29";"5";"81";"66";"31";"31";"1";"3";"-"
"217009";"217009";"21";"3";"1";"3714";"3266";"34";"10";"3222";"849";"192";"282";"102";"241";"260";"5";"424";"63";"9";"386";"122";"171";"114";"1";"1";"-"
"217010";"217010";"21";"3";"1";"3593";"3249";"20";"12";"3217";"608";"243";"325";"77";"256";"404";"5";"403";"41";"24";"434";"88";"147";"158";"1";"3";"-"
"217011";"217011";"21";"3";"1";"4916";"4318";"39";"16";"4263";"1078";"264";"367";"123";"337";"366";"15";"479";"92";"37";"562";"177";"194";"169";"0";"3";"-"
"217012";"217012";"21";"3";"1";"2278";"1877";"28";"12";"1837";"499";"89";"116";"57";"162";"172";"5";"191";"35";"1";"155";"57";"171";"124";"1";"2";"-"
"219001";"219001";"23";"3";"1";"7875";"6549";"105";"20";"6424";"1381";"346";"440";"215";"697";"643";"28";"717";"124";"43";"882";"219";"408";"275";"1";"5";"-"
"219002";"219002";"23";"3";"1";"5184";"4481";"61";"10";"4410";"1209";"213";"281";"136";"468";"322";"27";"551";"89";"25";"608";"145";"202";"132";"0";"2";"-"
"219003";"219003";"23";"3";"1";"633";"594";"3";"1";"590";"116";"30";"36";"42";"44";"72";"0";"72";"23";"1";"92";"21";"22";"19";"0";"0";"-"
"219004";"219004";"23";"3";"1";"1147";"1087";"6";"3";"1078";"242";"74";"57";"25";"165";"57";"4";"121";"27";"2";"112";"30";"77";"84";"0";"1";"-"
"219005";"219005";"23";"3";"1";"1802";"1614";"20";"2";"1592";"340";"47";"95";"88";"134";"151";"5";"188";"48";"7";"288";"98";"48";"55";"0";"0";"-"
"219006";"219006";"23";"3";"1";"4663";"4063";"43";"13";"4007";"1012";"174";"273";"136";"367";"333";"25";"511";"55";"28";"622";"170";"184";"114";"1";"2";"-"
"219007";"219007";"23";"3";"1";"1563";"1393";"12";"2";"1379";"272";"119";"104";"47";"109";"149";"7";"180";"27";"7";"175";"28";"58";"97";"0";"0";"-"
"219008";"219008";"23";"3";"1";"837";"781";"3";"2";"776";"136";"84";"60";"19";"80";"71";"2";"107";"6";"0";"87";"17";"52";"53";"2";"0";"-"
"219009";"219009";"23";"3";"1";"3232";"2887";"33";"10";"2844";"729";"140";"187";"86";"301";"239";"23";"349";"43";"10";"364";"103";"151";"115";"2";"2";"-"
"219010";"219010";"23";"3";"1";"4977";"3988";"50";"12";"3926";"1029";"195";"228";"140";"365";"260";"36";"441";"113";"76";"514";"153";"236";"136";"1";"3";"-"
"219011";"219011";"23";"3";"1";"1456";"1263";"22";"2";"1239";"279";"28";"59";"78";"79";"123";"5";"141";"40";"7";"213";"117";"31";"39";"0";"0";"-"
"219012";"219012";"23";"3";"1";"3048";"2684";"31";"3";"2650";"580";"74";"175";"160";"180";"268";"3";"309";"73";"10";"486";"214";"64";"53";"0";"1";"-"
"219013";"219013";"23";"3";"1";"1045";"927";"9";"1";"917";"218";"16";"76";"44";"60";"104";"4";"125";"28";"8";"105";"79";"34";"16";"0";"0";"-"
"219014";"219014";"23";"3";"1";"1034";"941";"11";"1";"929";"228";"30";"53";"55";"56";"77";"4";"108";"17";"0";"170";"78";"27";"23";"1";"2";"-"
"223001";"223001";"22";"3";"1";"4700";"4169";"42";"11";"4116";"583";"210";"549";"129";"182";"626";"7";"556";"104";"5";"860";"128";"89";"87";"1";"0";"-"
"223002";"223002";"22";"3";"1";"4742";"4220";"28";"9";"4183";"725";"192";"524";"177";"220";"574";"6";"583";"76";"15";"772";"161";"81";"73";"0";"4";"-"
"223003";"223003";"22";"3";"1";"3396";"3151";"7";"6";"3138";"191";"162";"445";"89";"64";"806";"2";"467";"36";"3";"748";"51";"35";"38";"1";"0";"-"
"223004";"223004";"22";"3";"1";"293";"277";"0";"1";"276";"17";"16";"32";"15";"10";"55";"0";"41";"5";"0";"51";"18";"9";"7";"0";"0";"-"
"223005";"223005";"22";"3";"1";"4997";"4396";"31";"12";"4353";"635";"234";"563";"144";"167";"678";"16";"603";"104";"41";"880";"118";"91";"78";"0";"1";"-"
"230001";"230001";"26";"3";"1";"5012";"4461";"63";"20";"4378";"877";"416";"409";"97";"396";"416";"5";"501";"69";"25";"686";"109";"215";"155";"0";"2";"-"
"230003";"230003";"26";"3";"1";"4847";"4456";"33";"25";"4398";"440";"372";"656";"78";"229";"755";"3";"613";"48";"7";"881";"58";"118";"138";"2";"0";"-"
"230004";"230004";"26";"3";"1";"3781";"3289";"35";"10";"3244";"716";"167";"379";"97";"228";"301";"12";"382";"78";"13";"505";"116";"139";"105";"5";"1";"-"
"230005";"230005";"26";"3";"1";"5369";"4784";"34";"1";"4749";"721";"499";"501";"110";"362";"546";"8";"566";"65";"19";"830";"98";"213";"209";"0";"2";"-"
"230006";"230006";"26";"3";"1";"2460";"2278";"20";"8";"2250";"234";"202";"319";"58";"126";"321";"4";"317";"26";"1";"476";"33";"70";"62";"1";"0";"-"
"230007";"230007";"26";"3";"1";"5621";"4948";"36";"15";"4897";"822";"470";"511";"114";"435";"541";"7";"561";"82";"31";"731";"107";"255";"225";"1";"4";"-"
"230008";"230008";"26";"3";"1";"3978";"3604";"37";"8";"3559";"513";"235";"528";"101";"183";"533";"5";"460";"64";"9";"697";"64";"71";"94";"1";"1";"-"
"230009";"230009";"26";"3";"1";"3038";"2772";"23";"4";"2745";"225";"230";"374";"41";"136";"523";"3";"355";"35";"10";"572";"34";"91";"113";"1";"2";"-"
"230010";"230010";"26";"3";"1";"5854";"5394";"35";"34";"5325";"511";"346";"758";"124";"211";"1021";"12";"741";"75";"7";"1146";"94";"139";"136";"1";"3";"-"
"240001";"240001";"25";"3";"1";"876";"769";"10";"2";"757";"159";"23";"63";"27";"56";"73";"1";"104";"27";"3";"123";"51";"21";"25";"0";"1";"-"
"240002";"240002";"25";"3";"1";"7783";"6996";"88";"16";"6892";"1819";"232";"508";"216";"649";"671";"15";"842";"175";"57";"1037";"289";"237";"141";"0";"4";"-"
"240003";"240003";"25";"3";"1";"4695";"4029";"54";"17";"3958";"1141";"157";"231";"160";"301";"339";"9";"447";"133";"14";"593";"227";"125";"78";"0";"3";"-"
"240004";"240004";"25";"3";"1";"1407";"1273";"13";"3";"1257";"351";"59";"58";"41";"130";"93";"1";"126";"49";"8";"164";"62";"58";"55";"1";"1";"-"
"240005";"240005";"25";"3";"1";"2597";"2402";"23";"7";"2372";"530";"137";"151";"82";"203";"214";"7";"320";"75";"4";"370";"97";"95";"86";"0";"1";"-"
"240006";"240006";"25";"3";"1";"1184";"1073";"10";"2";"1061";"237";"47";"64";"41";"106";"56";"7";"120";"33";"0";"147";"53";"89";"61";"0";"0";"-"
"240007";"240007";"25";"3";"1";"5176";"4533";"54";"20";"4459";"1237";"88";"247";"188";"340";"395";"7";"516";"164";"20";"703";"325";"133";"96";"0";"0";"-"
"240008";"240008";"25";"3";"1";"4223";"3758";"57";"6";"3695";"1114";"94";"204";"171";"262";"282";"8";"411";"129";"14";"606";"250";"94";"53";"1";"2";"-"
"240009";"240009";"25";"3";"1";"4016";"3434";"41";"6";"3387";"1016";"99";"182";"126";"266";"269";"7";"391";"96";"22";"567";"174";"105";"65";"0";"2";"-"
"250001";"250001";"24";"3";"1";"6299";"5092";"57";"27";"5008";"1510";"158";"300";"223";"404";"406";"11";"465";"218";"18";"732";"259";"196";"108";"0";"0";"-"
"250002";"250002";"24";"3";"1";"4478";"3852";"45";"12";"3795";"1042";"121";"193";"198";"322";"306";"13";"391";"140";"24";"597";"240";"127";"78";"1";"2";"-"
"250003";"250003";"24";"3";"1";"5061";"4490";"60";"22";"4408";"1267";"147";"252";"193";"373";"367";"9";"491";"140";"15";"691";"233";"129";"100";"0";"1";"-"
"250004";"250004";"24";"3";"1";"6534";"5446";"71";"29";"5346";"1569";"77";"238";"360";"344";"329";"8";"514";"260";"11";"736";"509";"258";"128";"2";"3";"-"
"250005";"250005";"24";"3";"1";"6739";"5640";"69";"17";"5554";"1839";"136";"208";"294";"470";"303";"9";"532";"287";"8";"627";"402";"280";"157";"1";"1";"-"
"250006";"250006";"24";"3";"1";"5958";"5099";"68";"22";"5009";"1302";"136";"264";"304";"328";"431";"16";"535";"197";"17";"861";"376";"147";"83";"5";"7";"-"
"253001";"253001";"35";"5";"2";"4791";"3710";"46";"15";"3649";"1168";"75";"165";"131";"229";"253";"14";"403";"215";"75";"523";"232";"111";"49";"3";"3";"-"
"253002";"253002";"35";"5";"2";"13454";"10797";"100";"61";"10636";"2962";"310";"465";"424";"749";"819";"27";"1216";"415";"251";"1893";"678";"280";"139";"5";"3";"-"
"253003";"253003";"35";"5";"2";"5389";"4855";"59";"40";"4756";"1070";"157";"296";"149";"291";"503";"4";"653";"137";"26";"1104";"235";"79";"49";"0";"3";"-"
"253004";"253004";"35";"5";"2";"6605";"5818";"55";"17";"5746";"1357";"158";"298";"177";"376";"542";"23";"830";"202";"15";"1280";"299";"102";"81";"2";"4";"-"
"253005";"253005";"35";"5";"2";"5421";"4787";"50";"14";"4723";"1198";"111";"203";"219";"332";"396";"13";"636";"202";"31";"886";"372";"84";"38";"2";"0";"-"
"259001";"259001";"34";"5";"2";"4640";"4050";"40";"15";"3995";"944";"114";"297";"103";"540";"375";"10";"527";"106";"7";"587";"209";"98";"72";"2";"4";"-"
"259002";"259002";"34";"5";"2";"4291";"3424";"44";"9";"3371";"1006";"89";"178";"101";"573";"213";"8";"329";"108";"55";"372";"199";"83";"55";"2";"0";"-"
"259003";"259003";"34";"5";"2";"750";"673";"6";"2";"665";"143";"16";"39";"23";"69";"59";"1";"106";"24";"0";"118";"36";"20";"10";"0";"1";"-"
"259004";"259004";"34";"5";"2";"1582";"1374";"20";"4";"1350";"330";"33";"62";"57";"177";"88";"1";"145";"53";"5";"188";"147";"23";"37";"3";"1";"-"
"259005";"259005";"34";"5";"2";"4004";"3205";"52";"13";"3140";"894";"109";"145";"98";"455";"238";"12";"332";"102";"59";"354";"193";"101";"43";"1";"4";"-"
"259006";"259006";"34";"5";"2";"3111";"2659";"31";"4";"2624";"629";"89";"130";"96";"343";"228";"2";"294";"86";"46";"390";"169";"70";"49";"1";"2";"-"
"259007";"259007";"34";"5";"2";"2567";"2149";"27";"9";"2113";"498";"40";"108";"80";"352";"140";"9";"236";"78";"7";"304";"155";"63";"41";"1";"1";"-"
"259008";"259008";"34";"5";"2";"1031";"902";"8";"2";"892";"211";"13";"41";"48";"152";"69";"0";"80";"35";"5";"101";"102";"20";"14";"1";"0";"-"
"259009";"259009";"34";"5";"2";"4231";"3540";"28";"12";"3500";"1016";"63";"174";"85";"576";"261";"8";"409";"123";"20";"420";"219";"80";"42";"1";"3";"-"
"259010";"259010";"34";"5";"2";"3869";"3375";"28";"14";"3333";"769";"96";"229";"86";"488";"302";"4";"471";"84";"12";"471";"167";"91";"60";"1";"2";"-"
"259011";"259011";"34";"5";"2";"2558";"2099";"32";"5";"2062";"508";"34";"80";"118";"405";"96";"1";"198";"88";"4";"239";"162";"79";"44";"6";"0";"-"
"259012";"259012";"34";"5";"2";"4654";"3967";"42";"22";"3903";"978";"110";"199";"147";"591";"273";"20";"422";"143";"16";"495";"301";"119";"88";"0";"1";"-"
"259013";"259013";"34";"5";"2";"2840";"2519";"32";"5";"2482";"622";"39";"121";"115";"274";"219";"3";"320";"81";"10";"391";"191";"53";"42";"1";"0";"-"
"259014";"259014";"34";"5";"2";"956";"800";"4";"4";"792";"175";"9";"32";"45";"76";"54";"1";"90";"46";"5";"148";"83";"14";"12";"2";"0";"-"
"259015";"259015";"34";"5";"2";"2663";"2254";"30";"2";"2222";"505";"35";"82";"115";"182";"190";"3";"244";"84";"18";"503";"213";"23";"24";"0";"1";"-"
"259016";"259016";"34";"5";"2";"1223";"1117";"8";"1";"1108";"264";"24";"43";"46";"127";"90";"4";"117";"40";"7";"215";"105";"17";"8";"0";"1";"-"
"260001";"260001";"24";"3";"1";"7479";"6365";"67";"23";"6275";"2099";"125";"203";"280";"626";"285";"15";"559";"215";"13";"594";"465";"447";"341";"2";"6";"-"
"260002";"260002";"24";"3";"1";"3235";"2754";"38";"3";"2713";"940";"43";"128";"127";"222";"141";"6";"273";"111";"7";"297";"220";"103";"94";"0";"1";"-"
"260003";"260003";"24";"3";"1";"3027";"2520";"26";"7";"2487";"878";"44";"97";"160";"190";"144";"5";"251";"89";"5";"278";"202";"93";"50";"1";"0";"-"
"260004";"260004";"24";"3";"1";"7502";"5873";"68";"14";"5791";"1951";"96";"264";"327";"454";"312";"16";"546";"236";"20";"661";"432";"281";"184";"2";"9";"-"
"260005";"260005";"24";"3";"1";"2582";"2164";"31";"8";"2125";"671";"35";"87";"130";"138";"121";"5";"178";"94";"1";"317";"233";"67";"48";"0";"0";"-"
"265001";"265001";"36";"5";"2";"4410";"3779";"36";"8";"3735";"872";"198";"212";"55";"498";"358";"8";"509";"61";"18";"419";"102";"287";"134";"3";"1";"-"
"265002";"265002";"36";"5";"2";"4485";"4111";"29";"8";"4074";"942";"246";"245";"55";"541";"393";"11";"560";"81";"6";"521";"125";"197";"147";"1";"3";"-"
"265003";"265003";"36";"5";"2";"6122";"5215";"47";"14";"5154";"1441";"295";"215";"99";"853";"320";"7";"568";"125";"25";"448";"176";"375";"199";"4";"4";"-"
"265004";"265004";"36";"5";"2";"3611";"2970";"51";"16";"2903";"772";"169";"107";"68";"403";"214";"9";"342";"87";"30";"269";"121";"191";"117";"1";"3";"-"
"265005";"265005";"36";"5";"2";"6095";"4908";"83";"23";"4802";"1243";"247";"210";"152";"672";"432";"14";"491";"137";"76";"455";"207";"303";"158";"1";"4";"-"
"265006";"265006";"36";"5";"2";"5766";"5199";"44";"8";"5147";"1124";"329";"382";"79";"590";"496";"8";"703";"73";"12";"794";"141";"242";"170";"4";"0";"-"
"265007";"265007";"36";"5";"2";"3345";"3036";"26";"10";"3000";"951";"101";"167";"68";"395";"184";"7";"363";"63";"15";"385";"154";"93";"52";"2";"0";"-"
"265008";"265008";"36";"5";"2";"2189";"1998";"20";"5";"1973";"460";"74";"121";"66";"218";"202";"2";"262";"48";"9";"306";"99";"69";"35";"2";"0";"-"
"265009";"265009";"36";"5";"2";"852";"742";"10";"0";"732";"173";"21";"30";"31";"87";"70";"1";"102";"16";"4";"84";"52";"36";"24";"0";"1";"-"
"265010";"265010";"36";"5";"2";"5165";"3902";"63";"12";"3827";"1106";"142";"143";"122";"502";"303";"9";"378";"123";"63";"367";"159";"287";"112";"6";"5";"-"
"265011";"265011";"36";"5";"2";"2695";"2366";"19";"6";"2341";"578";"102";"83";"96";"217";"197";"6";"314";"83";"7";"350";"154";"90";"63";"0";"1";"-"
"265013";"265013";"36";"5";"2";"5333";"4785";"47";"17";"4721";"1051";"135";"365";"184";"372";"512";"9";"765";"163";"13";"714";"259";"83";"90";"3";"3";"-"
"265014";"265014";"36";"5";"2";"2210";"1983";"21";"6";"1956";"527";"47";"112";"92";"165";"180";"3";"273";"71";"4";"267";"129";"42";"40";"2";"2";"-"
"265015";"265015";"36";"5";"2";"2702";"2442";"27";"6";"2409";"604";"65";"177";"84";"207";"215";"1";"386";"96";"3";"331";"161";"32";"45";"1";"1";"-"
"265016";"265016";"36";"5";"2";"1709";"1562";"23";"7";"1532";"413";"33";"74";"71";"168";"118";"2";"229";"33";"3";"203";"125";"34";"25";"1";"0";"-"
"265017";"265017";"36";"5";"2";"4583";"4113";"59";"15";"4039";"1149";"116";"181";"160";"446";"309";"12";"506";"115";"9";"545";"279";"120";"88";"2";"2";"-"
"265018";"265018";"36";"5";"2";"825";"719";"9";"1";"709";"157";"20";"29";"54";"58";"53";"5";"76";"36";"6";"109";"70";"20";"16";"0";"0";"-"
"265021";"265021";"36";"5";"2";"4082";"3601";"42";"11";"3548";"580";"291";"183";"49";"651";"295";"3";"391";"49";"37";"357";"77";"360";"224";"1";"0";"-"
"269001";"269001";"35";"5";"2";"3553";"3119";"29";"9";"3081";"833";"61";"147";"152";"259";"293";"3";"347";"159";"7";"464";"252";"52";"50";"0";"2";"-"
"269004";"269004";"35";"5";"2";"6166";"5428";"51";"19";"5358";"1168";"163";"333";"183";"396";"688";"8";"823";"173";"7";"965";"280";"101";"67";"3";"0";"-"
"269005";"269005";"35";"5";"2";"7298";"6392";"50";"21";"6321";"1420";"166";"358";"218";"588";"728";"10";"876";"239";"22";"1107";"367";"127";"87";"4";"4";"-"
"270001";"270001";"23";"3";"1";"3496";"2933";"36";"4";"2893";"737";"44";"145";"228";"175";"202";"18";"397";"133";"5";"330";"282";"116";"72";"2";"7";"-"
"270002";"270002";"23";"3";"1";"2538";"2116";"24";"9";"2083";"482";"71";"117";"125";"141";"175";"2";"275";"75";"8";"242";"145";"119";"100";"1";"5";"-"
"270003";"270003";"23";"3";"1";"444";"389";"5";"0";"384";"61";"11";"24";"23";"35";"31";"3";"50";"9";"1";"61";"39";"21";"15";"0";"0";"-"
"270004";"270004";"23";"3";"1";"3668";"3064";"42";"7";"3015";"699";"69";"167";"236";"216";"192";"50";"476";"117";"6";"340";"260";"98";"88";"0";"1";"-"
"270005";"270005";"23";"3";"1";"1919";"1708";"21";"1";"1686";"351";"49";"118";"83";"105";"171";"4";"234";"44";"2";"277";"147";"37";"61";"0";"3";"-"
"270006";"270006";"23";"3";"1";"5580";"4796";"46";"16";"4734";"1219";"114";"297";"215";"288";"350";"29";"761";"171";"12";"564";"408";"180";"121";"0";"5";"-"
"270007";"270007";"23";"3";"1";"1210";"1016";"6";"4";"1006";"219";"35";"54";"50";"50";"95";"6";"135";"45";"0";"119";"93";"50";"52";"0";"3";"-"
